Name,Score,Review,Link,Addr
블랑로쉐,4.0,리뷰 405,https://place.map.kakao.com/26862756,"
제주특별자치도 제주시 우도면 우도해안길 783
(지번) 우도면 연평리 712
"
카페살레,4.7,리뷰 164,https://place.map.kakao.com/811454849,"
제주특별자치도 제주시 우도면 우도해안길 816 1,2층
(지번) 우도면 연평리 1290-2
"
안녕육지사람,3.5,리뷰 200,https://place.map.kakao.com/18742934,"
제주특별자치도 제주시 우도면 우도해안길 792
(지번) 우도면 연평리 1197-4
"
슈가탱크,4.5,리뷰 25,https://place.map.kakao.com/1009948858,"
제주특별자치도 제주시 우도면 우도봉길 41
(지번) 우도면 연평리 344
"
훈데르트윈즈,3.2,리뷰 85,https://place.map.kakao.com/676261169,"
제주특별자치도 제주시 우도면 우도해안길 32-2
(지번) 우도면 연평리 1729-1
"
카페인우도,4.7,리뷰 48,https://place.map.kakao.com/184819082,"
제주특별자치도 제주시 우도면 우도해안길 1040 1층
(지번) 우도면 연평리 290-10
"
카페아이니,4.9,리뷰 25,https://place.map.kakao.com/1483273979,"
제주특별자치도 제주시 우도면 우도해안길 778 나동 1층
(지번) 우도면 연평리 1189
"
뽀요요카페,3.4,리뷰 1,https://place.map.kakao.com/27495099,"
제주특별자치도 제주시 우도면 우도해안길 128
(지번) 우도면 연평리 2652
"
디바인커피,3.9,리뷰 23,https://place.map.kakao.com/1868305338,"
제주특별자치도 제주시 우도면 우도해안길 1112
(지번) 우도면 연평리 312-1
"
우도꽃길,5.0,리뷰 323,https://place.map.kakao.com/14020942,"
제주특별자치도 제주시 우도면 우도해안길 576
(지번) 우도면 연평리 811-1
"
우도하영,4.5,리뷰 13,https://place.map.kakao.com/914906312,"
제주특별자치도 제주시 우도면 우도해안길 516 1층
(지번) 우도면 연평리 867
"
연이네,4.3,리뷰 13,https://place.map.kakao.com/756835035,"
제주특별자치도 제주시 우도면 우도해안길 662-1
(지번) 우도면 연평리 1081
"
헬로우우도,3.5,리뷰 7,https://place.map.kakao.com/24579606,"
제주특별자치도 제주시 우도면 우도해안길 218
(지번) 우도면 연평리 2572
"
카페톨칸이,4.3,리뷰 28,https://place.map.kakao.com/603794320,"
제주특별자치도 제주시 우도면 우도해안길 32-24
(지번) 우도면 연평리 1707
"
망고레이 우도점,3.7,리뷰 5,https://place.map.kakao.com/1230815244,"
제주특별자치도 제주시 우도면 우도로 1
(지번) 우도면 연평리 1747-5
"
안녕육지사람 2호점,3.3,리뷰 10,https://place.map.kakao.com/2057401857,"
제주특별자치도 제주시 우도면 우도해안길 802
(지번) 우도면 연평리 1200-7
"
하얀산호카페,4.8,리뷰 3,https://place.map.kakao.com/847261961,"
제주특별자치도 제주시 우도면 우도해안길 144 1층
(지번) 우도면 연평리 2649-1
"
달그리안,3.8,리뷰 13,https://place.map.kakao.com/1262990563,"
제주특별자치도 제주시 우도면 우도해안길 1128 디동 1~2층
(지번) 우도면 연평리 317-4
"
밭318,4.7,리뷰 48,https://place.map.kakao.com/1298709887,"
제주특별자치도 제주시 우도면 우도해안길 1144
(지번) 우도면 연평리 318
"
리치망고 우도검멀레점,4.3,리뷰 26,https://place.map.kakao.com/489755369,"
제주특별자치도 제주시 우도면 우도해안길 1132
(지번) 우도면 연평리 317-2
"
우땅,1.5,리뷰 5,https://place.map.kakao.com/1122070719,"
제주특별자치도 제주시 우도면 우도해안길 352 1층
(지번) 우도면 연평리 2395-3
"
제주한량,5.0,리뷰 2,https://place.map.kakao.com/153091550,"
제주특별자치도 제주시 우도면 우도해안길 1100
(지번) 우도면 연평리 309
"
유유자적,4.3,리뷰 18,https://place.map.kakao.com/338906564,"
제주특별자치도 제주시 우도면 우도해안길 780-2 1층
(지번) 우도면 연평리 1190
"
카페러움,4.9,리뷰 2,https://place.map.kakao.com/1611164394,"
제주특별자치도 제주시 우도면 우도해안길 458
(지번) 우도면 연평리 972-3
"
우도바라기,5.0,리뷰 5,https://place.map.kakao.com/1015501764,"
제주특별자치도 제주시 우도면 우도해안길 302 1층
(지번) 우도면 연평리 2469
"
우도래요,4.0,리뷰 89,https://place.map.kakao.com/1502206846,"
제주특별자치도 제주시 우도면 우도해안길 360 1층
(지번) 우도면 연평리 2391-2
"
베늘,5.0,리뷰 3,https://place.map.kakao.com/1954205150,"
제주특별자치도 제주시 우도면 우도로 8-22
(지번) 우도면 연평리 1687
"
우도특별시,0.0,리뷰 13,https://place.map.kakao.com/641064188,"
제주특별자치도 제주시 우도면 우도해안길 998 1층
(지번) 우도면 연평리 133-4
"
보름코지,4.7,리뷰 0,https://place.map.kakao.com/2017506919,"
제주특별자치도 제주시 우도면 우도해안길 1100 1층
(지번) 우도면 연평리 309
"
우도예쁘다,4.0,리뷰 7,https://place.map.kakao.com/1734694391,"
제주특별자치도 제주시 우도면 우도해안길 940
(지번) 우도면 연평리 71
"
고양이선장카페,3.0,리뷰 4,https://place.map.kakao.com/1759906923,"
제주특별자치도 제주시 우도면 우도해안길 170 1층
(지번) 우도면 연평리 2631
"
"코 삿, 우도",4.9,리뷰 4,https://place.map.kakao.com/1237676762,"
제주특별자치도 제주시 우도면 우도로 28 1층
(지번) 우도면 연평리 1680-1
"
휴예그리나,4.6,리뷰 15,https://place.map.kakao.com/1394263800,"
제주특별자치도 제주시 우도면 우도해안길 626
(지번) 우도면 연평리 789
"
우도랑,3.3,리뷰 10,https://place.map.kakao.com/967435010,"
제주특별자치도 제주시 우도면 우도해안길 322 1,2층
(지번) 우도면 연평리 2466
"
비양정거장,4.5,리뷰 3,https://place.map.kakao.com/716819540,"
제주특별자치도 제주시 우도면 우도해안길 918
(지번) 우도면 연평리 33
"
엉클망고,3.7,리뷰 0,https://place.map.kakao.com/26852530,"
제주특별자치도 제주시 우도면 우도해안길 342
(지번) 우도면 연평리 2396-6
"
소소샵,4.8,리뷰 2,https://place.map.kakao.com/1498134128,"
제주특별자치도 제주시 우도면 우도해안길 518 1층
(지번) 우도면 연평리 866
"
봉봉,3.2,리뷰 2,https://place.map.kakao.com/20399392,"
제주특별자치도 제주시 우도면 우도해안길 630
(지번) 우도면 연평리 763
"
카페결,5.0,리뷰 11,https://place.map.kakao.com/872497091,"
제주특별자치도 제주시 우도면 하고수길 64 B동 1, 2층
(지번) 우도면 연평리 1289
"
우도북카페,5.0,리뷰 0,https://place.map.kakao.com/1818986336,"
제주특별자치도 제주시 우도면 우도로 163
(지번) 우도면 연평리 1407
"
퐁당,4.7,리뷰 5,https://place.map.kakao.com/1967886953,"
제주특별자치도 제주시 우도면 우도해안길 464 1층
(지번) 우도면 연평리 968
"
마르보다,5.0,리뷰 14,https://place.map.kakao.com/412759472,"
제주특별자치도 제주시 우도면 우도해안길 828 1층
(지번) 우도면 연평리 676
"
카페뷰,5.0,리뷰 29,https://place.map.kakao.com/635033306,"
제주특별자치도 제주시 우도면 우도해안길 684 1층
(지번) 우도면 연평리 752
"
우도돌코롬카페,5.0,리뷰 1,https://place.map.kakao.com/1162639495,"
제주특별자치도 제주시 우도면 우도봉길 2
(지번) 우도면 연평리 1658-1
"
우도부릉이,4.6,리뷰 3,https://place.map.kakao.com/625609046,"
제주특별자치도 제주시 우도면 우도해안길 480 1층
(지번) 우도면 연평리 966
"
잔디가미,3.6,리뷰 0,https://place.map.kakao.com/1766646437,"
제주특별자치도 제주시 우도면 우도해안길 912 1층
(지번) 우도면 연평리 26
"
아카이브우도,4.5,리뷰 0,https://place.map.kakao.com/659486813,"
제주특별자치도 제주시 우도면 우도해안길 804 1층
(지번) 우도면 연평리 1185-2
"
플레이스우도,4.0,리뷰 3,https://place.map.kakao.com/304061278,"
제주특별자치도 제주시 우도면 우도해안길 796-1
(지번) 우도면 연평리 1200-5
"
카페컴프,,리뷰 8,https://place.map.kakao.com/1524888463,"
제주특별자치도 제주시 우도면 우도해안길 804 1층
(지번) 우도면 연평리 1185-2
"
피너트,5.0,리뷰 2,https://place.map.kakao.com/1533058451,"
제주특별자치도 제주시 우도면 우도해안길 804 1층
(지번) 우도면 연평리 1185-2
"
우도해녀922,5.0,리뷰 1,https://place.map.kakao.com/1036297229,"
제주특별자치도 제주시 우도면 우도해안길 922
(지번) 우도면 연평리 36
"
주노마드레,1.0,리뷰 0,https://place.map.kakao.com/27369024,"
제주특별자치도 제주시 우도면 우도해안길 780-2
(지번) 우도면 연평리 1190
"
남쪽마녀의레시피,5.0,리뷰 98,https://place.map.kakao.com/765730229,"
제주특별자치도 제주시 우도면 우도해안길 694
(지번) 우도면 연평리 751-1
"
망고레이우땅밤,0.0,리뷰 0,https://place.map.kakao.com/2108989034,"
제주특별자치도 제주시 우도면 우도로 1
(지번) 우도면 연평리 1747
"
수평선,4.0,리뷰 2,https://place.map.kakao.com/1424769170,"
제주특별자치도 제주시 우도면 우도해안길 388
(지번) 우도면 연평리 2369
"
나포리카페,0.0,리뷰 0,https://place.map.kakao.com/1082954673,"
제주특별자치도 제주시 우도면 안비양길 47-3 2층
(지번) 우도면 연평리 5
"
스윗카페우도,0.0,리뷰 0,https://place.map.kakao.com/1946246325,"
제주특별자치도 제주시 우도면 우도로 5-6 1층
(지번) 우도면 연평리 1748
"
뜨라네카페,0.0,리뷰 3,https://place.map.kakao.com/1515097008,"
제주특별자치도 제주시 우도면 우도해안길 828
(지번) 우도면 연평리 676
"
돌코롬카페,0.0,리뷰 0,https://place.map.kakao.com/759893317,"
제주특별자치도 제주시 우도면 우도해안길 352
(지번) 우도면 연평리 2395-3
"
우도다방,0.0,리뷰 5,https://place.map.kakao.com/1508631157,"
제주특별자치도 제주시 우도면 우도해안길 796
(지번) 우도면 연평리 1200
"
달봉이카페,0.0,리뷰 2,https://place.map.kakao.com/473251354,"
제주특별자치도 제주시 우도면 우도해안길 636 1층
(지번) 우도면 연평리 762
"
우도클라쓰,0.0,리뷰 70,https://place.map.kakao.com/785696952,"
제주특별자치도 제주시 우도면 우도해안길 340 1층
(지번) 우도면 연평리 2427-1
"
카페네이처,0.0,리뷰 0,https://place.map.kakao.com/592737677,"
제주특별자치도 제주시 우도면 우도해안길 602
(지번) 우도면 연평리 797
"
바람나들목 무인카페,5.0,리뷰 0,https://place.map.kakao.com/1912698010,"
제주특별자치도 제주시 우도면 우도로 297
(지번) 우도면 연평리 895
"
카페레겐탁,0.0,리뷰 0,https://place.map.kakao.com/584311893,"
제주특별자치도 제주시 우도면 우도해안길 32-12 1층
(지번) 우도면 연평리 1706-1
"
엔젤화이트,0.0,리뷰 0,https://place.map.kakao.com/1844364223,"
제주특별자치도 제주시 우도면 우도해안길 800
(지번) 우도면 연평리 1200-6
"
사랑가게 옹기종기,0.0,리뷰 0,https://place.map.kakao.com/738625487,"
제주특별자치도 제주시 우도면 우도비양길 101
(지번) 우도면 연평리 92-2
"
우도부엉이,0.0,리뷰 0,https://place.map.kakao.com/794929779,"
제주특별자치도 제주시 우도면 우도해안길 788
(지번) 우도면 연평리 1194-3
"
굿모닝카페,0.0,리뷰 0,https://place.map.kakao.com/1222953050,"
제주특별자치도 제주시 우도면 우도해안길 922
(지번) 우도면 연평리 36
"
바왕,0.0,리뷰 0,https://place.map.kakao.com/973503549,"
제주특별자치도 제주시 우도면 우도해안길 800
(지번) 우도면 연평리 1200-6
"
오르다,3.7,리뷰 419,https://place.map.kakao.com/1820359262,"
제주특별자치도 서귀포시 성산읍 한도로 269-37
(지번) 성산읍 성산리 308
"
오늘종달,3.9,리뷰 23,https://place.map.kakao.com/447419247,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2260
(지번) 구좌읍 종달리 477-1
"
카페책자국,4.9,리뷰 56,https://place.map.kakao.com/1221602642,"
제주특별자치도 제주시 구좌읍 종달로1길 117
(지번) 구좌읍 종달리 563
"
조옹달리,4.8,리뷰 102,https://place.map.kakao.com/654000059,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2290 1층
(지번) 구좌읍 종달리 486-9
"
꼬스뗀뇨,4.6,리뷰 214,https://place.map.kakao.com/1937247194,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2080
(지번) 구좌읍 종달리 150
"
고래의바다,4.9,리뷰 18,https://place.map.kakao.com/634698191,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2340 2층
(지번) 구좌읍 종달리 608
"
보롬창고,4.8,리뷰 14,https://place.map.kakao.com/356833424,"
제주특별자치도 제주시 구좌읍 종달항길 3
(지번) 구좌읍 종달리 480-3
"
우리사이,5.0,리뷰 4,https://place.map.kakao.com/1327160899,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2232-30 1층
(지번) 구좌읍 종달리 453
"
텀브커피 여객터미널점,4.0,리뷰 0,https://place.map.kakao.com/316421450,"
제주특별자치도 서귀포시 성산읍 성산등용로 130-21 1층
(지번) 성산읍 성산리 347-9
"
종달이야기,0.0,리뷰 0,https://place.map.kakao.com/320724600,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2350
(지번) 구좌읍 종달리 611-2
"
디사이드온,5.0,리뷰 0,https://place.map.kakao.com/1696722497,"
제주특별자치도 제주시 구좌읍 종달로1길 123 1층
(지번) 구좌읍 종달리 565-55
"
나무아래,4.9,리뷰 33,https://place.map.kakao.com/1433106925,"
제주특별자치도 서귀포시 성산읍 한도로255번길 21
(지번) 성산읍 성산리 303-1
"
카페더라이트,4.3,리뷰 145,https://place.map.kakao.com/680958794,"
제주특별자치도 서귀포시 성산읍 한도로 269
(지번) 성산읍 성산리 298-22
"
달리다방,0.0,리뷰 1,https://place.map.kakao.com/2081719694,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2326
(지번) 구좌읍 종달리 572-10
"
카페코지,3.7,리뷰 28,https://place.map.kakao.com/17880473,"
제주특별자치도 서귀포시 성산읍 한도로 200 2층
(지번) 성산읍 성산리 363-5
"
한옥마루카페,3.0,리뷰 3,https://place.map.kakao.com/2053057594,"
제주특별자치도 서귀포시 성산읍 한도로 269-23
(지번) 성산읍 성산리 306
"
아꼬와,4.8,리뷰 1,https://place.map.kakao.com/1309883097,"
제주특별자치도 제주시 구좌읍 종달로1길 91-22 1층
(지번) 구좌읍 종달리 513-1
"
파스쿠찌 성산포수협점,0.0,리뷰 0,https://place.map.kakao.com/1552865998,"
제주특별자치도 서귀포시 성산읍 성산리 347-5

"
모뉴에트,4.3,리뷰 299,https://place.map.kakao.com/1307726606,"
제주특별자치도 제주시 구좌읍 종달동길 23 1층
(지번) 구좌읍 종달리 748
"
카페이디레,0.0,리뷰 0,https://place.map.kakao.com/518707428,"
제주특별자치도 서귀포시 성산읍 성산등용로 86
(지번) 성산읍 성산리 361-1
"
망고홀릭 종달점,4.3,리뷰 16,https://place.map.kakao.com/539371528,"
제주특별자치도 제주시 구좌읍 종달논길 18 3동 1층
(지번) 구좌읍 종달리 1094
"
종달리746,4.8,리뷰 100,https://place.map.kakao.com/679438504,"
제주특별자치도 제주시 구좌읍 종달동길 29-9 1층
(지번) 구좌읍 종달리 746
"
스타벅스 성산일출봉점,3.5,리뷰 159,https://place.map.kakao.com/18143017,"
제주특별자치도 서귀포시 성산읍 일출로 284-5 1,2층
(지번) 성산읍 성산리 109-11
"
뷰커피,4.6,리뷰 10,https://place.map.kakao.com/769800424,"
제주특별자치도 서귀포시 성산읍 성산중앙로64번길 5-4 3층
(지번) 성산읍 성산리 296-3
"
온더스톤브런치카페,,리뷰 144,https://place.map.kakao.com/27542243,"
제주특별자치도 서귀포시 성산읍 해맞이해안로 2746 H동 1,2층
(지번) 성산읍 오조리 374
"
카페더씨,4.3,리뷰 38,https://place.map.kakao.com/625330265,"
제주특별자치도 서귀포시 성산읍 해맞이해안로 2601-11
(지번) 성산읍 시흥리 11-6
"
가비오타카페,5.0,리뷰 32,https://place.map.kakao.com/657055154,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2030 가동
(지번) 구좌읍 종달리 1419
"
종달하루,5.0,리뷰 0,https://place.map.kakao.com/1948317398,"
제주특별자치도 제주시 구좌읍 종달논길 16 1층
(지번) 구좌읍 종달리 1098
"
"오른(orrrn,오알엔)",4.1,리뷰 338,https://place.map.kakao.com/2070757323,"
제주특별자치도 서귀포시 성산읍 해맞이해안로 2714
(지번) 성산읍 오조리 394
"
르카페하도,4.5,리뷰 1,https://place.map.kakao.com/29367180,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8 A동 1층
(지번) 구좌읍 종달리 1422
"
봉카페,5.0,리뷰 8,https://place.map.kakao.com/512054279,"
제주특별자치도 서귀포시 성산읍 성산등용로 12
(지번) 성산읍 성산리 235-1
"
플레이스엉물,4.2,리뷰 97,https://place.map.kakao.com/821064310,"
제주특별자치도 제주시 구좌읍 종달논길 92 1층
(지번) 구좌읍 종달리 756
"
혼고뜨로,4.4,리뷰 8,https://place.map.kakao.com/1236495454,"
제주특별자치도 서귀포시 성산읍 한도로 137
(지번) 성산읍 오조리 3-14
"
제주아이카페,3.7,리뷰 44,https://place.map.kakao.com/2074893875,"
제주특별자치도 서귀포시 성산읍 일출로288번길 8 C동
(지번) 성산읍 성산리 296-10
"
브라보비치,3.2,리뷰 157,https://place.map.kakao.com/896735066,"
제주특별자치도 서귀포시 성산읍 해맞이해안로 2614 1,2층
(지번) 성산읍 시흥리 10
"
바다는안보여요,4.3,리뷰 33,https://place.map.kakao.com/23571929,"
제주특별자치도 제주시 구좌읍 종달로5길 31-1
(지번) 구좌읍 종달리 884-1
"
수마,4.7,리뷰 118,https://place.map.kakao.com/83691382,"
제주특별자치도 서귀포시 성산읍 일출로 264-6 1층
(지번) 성산읍 성산리 142
"
공회당,4.3,리뷰 28,https://place.map.kakao.com/1114392673,"
제주특별자치도 제주시 구좌읍 종달로5길 33-1
(지번) 구좌읍 종달리 907
"
성산해나,4.8,리뷰 73,https://place.map.kakao.com/1814049615,"
제주특별자치도 서귀포시 성산읍 성산중앙로 30-1
(지번) 성산읍 성산리 174-11
"
카페 제주동네,4.3,리뷰 25,https://place.map.kakao.com/22960776,"
제주특별자치도 제주시 구좌읍 종달로5길 23
(지번) 구좌읍 종달리 841-1
"
제주호랭이 성산점,4.0,리뷰 157,https://place.map.kakao.com/143576812,"
제주특별자치도 서귀포시 성산읍 일출로 274-1 2층
(지번) 성산읍 성산리 132-2
"
빽다방 제주성산일출봉점,4.6,리뷰 2,https://place.map.kakao.com/27095583,"
제주특별자치도 서귀포시 성산읍 일출로 280-4 1층
(지번) 성산읍 성산리 130-2
"
오르또,5.0,리뷰 22,https://place.map.kakao.com/1422127951,"
제주특별자치도 서귀포시 성산읍 한도로 117 1,2층
(지번) 성산읍 오조리 9
"
와팡 성산일출점,0.0,리뷰 0,https://place.map.kakao.com/27198672,"
제주특별자치도 서귀포시 성산읍 일출로 284-13
(지번) 성산읍 성산리 102-1
"
토끼썸,4.8,리뷰 44,https://place.map.kakao.com/851584544,"
제주특별자치도 제주시 구좌읍 해맞이해안로 1860
(지번) 구좌읍 하도리 1
"
지미스테이 카페지미,4.7,리뷰 1,https://place.map.kakao.com/1251901057,"
제주특별자치도 제주시 구좌읍 하도15길 153-3
(지번) 구좌읍 하도리 55
"
불란서찐빵,4.5,리뷰 0,https://place.map.kakao.com/181728303,"
제주특별자치도 서귀포시 성산읍 성산중앙로40번길 14
(지번) 성산읍 성산리 190
"
일출뷰브런치카페,5.0,리뷰 14,https://place.map.kakao.com/1690030676,"
제주특별자치도 서귀포시 성산읍 해맞이해안로 2660 1층
(지번) 성산읍 시흥리 208-3
"
오프커피 성산일출봉점,5.0,리뷰 6,https://place.map.kakao.com/269618466,"
제주특별자치도 서귀포시 성산읍 일출로 284-1 1, 2층
(지번) 성산읍 성산리 109-4
"
투썸플레이스 제주루마인점,2.8,리뷰 15,https://place.map.kakao.com/1936856046,"
제주특별자치도 제주시 구좌읍 해맞이해안로 2498
(지번) 구좌읍 종달리 624
"
어니스트밀크 성산점,,리뷰 51,https://place.map.kakao.com/1984207097,"
제주특별자치도 서귀포시 성산읍 성산등용로17번길 55 리치유클래시아 상가 1층 19호
(지번) 성산읍 성산리 392
"
성산리140,5.0,리뷰 17,https://place.map.kakao.com/671505436,"
제주특별자치도 서귀포시 성산읍 일출로 258-11 2층
(지번) 성산읍 성산리 140-8
"
인더오조카페,0.0,리뷰 1,https://place.map.kakao.com/1251751251,"
제주특별자치도 서귀포시 성산읍 해맞이해안로 2768 나동
(지번) 성산읍 오조리 325-1
"
림벅와플 제주점,4.0,리뷰 1,https://place.map.kakao.com/27094314,"
제주특별자치도 서귀포시 성산읍 일출로 277
(지번) 성산읍 성산리 158-2
"
만화보시개,5.0,리뷰 0,https://place.map.kakao.com/1346554022,"
제주특별자치도 서귀포시 성산읍 성산중앙로 32 2층
(지번) 성산읍 성산리 174-3
"
아뽀밍고,4.3,리뷰 254,https://place.map.kakao.com/2065881844,"
제주특별자치도 서귀포시 성산읍 일출로 230
(지번) 성산읍 성산리 399-46
"
취다선 티앤메디테이션,5.0,리뷰 10,https://place.map.kakao.com/968190993,"
제주특별자치도 서귀포시 성산읍 해맞이해안로 2688 취다선리조트 B1
(지번) 성산읍 오조리 398-10
"
드르쿰다in성산,4.4,리뷰 385,https://place.map.kakao.com/795878887,"
제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64
(지번) 성산읍 고성리 372-1
"
도렐 제주본점,3.7,리뷰 381,https://place.map.kakao.com/1375299538,"
제주특별자치도 서귀포시 성산읍 동류암로 20 플레이스 Love동 1층
(지번) 성산읍 고성리 297-1
"
카페록록,,리뷰 272,https://place.map.kakao.com/292093583,"
제주특별자치도 제주시 구좌읍 하도서문길 41 1층
(지번) 구좌읍 하도리 1890-2
"
베이커리카페,0.0,리뷰 0,https://place.map.kakao.com/764133357,"
제주특별자치도 서귀포시 성산읍 성산등용로17번길 35
(지번) 성산읍 성산리 169-16
"
호랑호랑,3.9,리뷰 49,https://place.map.kakao.com/1133384427,"
제주특별자치도 서귀포시 성산읍 일출로 86 C동
(지번) 성산읍 고성리 235
"
스타벅스 제주성산DT점,3.5,리뷰 310,https://place.map.kakao.com/414395112,"
제주특별자치도 서귀포시 성산읍 일출로 80
(지번) 성산읍 고성리 238
"
떡과차,0.0,리뷰 0,https://place.map.kakao.com/835186992,"
제주특별자치도 제주시 구좌읍 종달논길 56
(지번) 구좌읍 종달리 813
"
종달길카페,5.0,리뷰 14,https://place.map.kakao.com/170342213,"
제주특별자치도 제주시 구좌읍 종달논길 56
(지번) 구좌읍 종달리 813
"
카페더모해,0.0,리뷰 1,https://place.map.kakao.com/826589362,"
제주특별자치도 서귀포시 성산읍 일출로 267
(지번) 성산읍 성산리 150
"
제이토스트,0.0,리뷰 0,https://place.map.kakao.com/466025081,"
제주특별자치도 서귀포시 성산읍 해맞이해안로 2690
(지번) 성산읍 오조리 398-10
"
리치망고 하도점,3.5,리뷰 33,https://place.map.kakao.com/26915456,"
제주특별자치도 제주시 구좌읍 해맞이해안로 1752
(지번) 구좌읍 하도리 473
"
두가시앤오가니끄,5.0,리뷰 13,https://place.map.kakao.com/530083755,"
제주특별자치도 제주시 구좌읍 종달로5길 3 1동
(지번) 구좌읍 종달리 1783
"
플라이오조,4.3,리뷰 38,https://place.map.kakao.com/897536273,"
제주특별자치도 서귀포시 성산읍 오조로85번길 44
(지번) 성산읍 오조리 792-1
"
속솜,4.5,리뷰 121,https://place.map.kakao.com/1599485415,"
제주특별자치도 제주시 구좌읍 해맞이해안로 1655 1,2층
(지번) 구좌읍 하도리 1895-2
"
19티 성산일출봉점,0.0,리뷰 3,https://place.map.kakao.com/1321393295,"
제주특별자치도 서귀포시 성산읍 일출로 264-1 1층 2호
(지번) 성산읍 성산리 139-3
"
늘보네커피,0.0,리뷰 0,https://place.map.kakao.com/794359507,"
제주특별자치도 서귀포시 성산읍 한도로 82
(지번) 성산읍 오조리 338
"
탕탕,4.0,리뷰 11,https://place.map.kakao.com/1706586669,"
제주특별자치도 제주시 구좌읍 하도15길 80 1층
(지번) 구좌읍 하도리 947-36
"
성수미술관 제주특별점,5.0,리뷰 67,https://place.map.kakao.com/125569847,"
제주특별자치도 제주시 구좌읍 해맞이해안로 1726
(지번) 구좌읍 하도리 1743
"
이스틀리,4.1,리뷰 37,https://place.map.kakao.com/2043082568,"
제주특별자치도 서귀포시 성산읍 산성효자로114번길 131-1 미래동 2층
(지번) 성산읍 오조리 1052-4
"
비어라운드,3.6,리뷰 2,https://place.map.kakao.com/27610067,"
제주특별자치도 제주시 구좌읍 하도9길 72
(지번) 구좌읍 하도리 907
"
시호스,5.0,리뷰 15,https://place.map.kakao.com/1171662959,"
제주특별자치도 서귀포시 성산읍 일출로 246 2층
(지번) 성산읍 성산리 399-9
"
엘예그리나,0.0,리뷰 0,https://place.map.kakao.com/17232405,"
제주특별자치도 제주시 구좌읍 종달로1길 5-1
(지번) 구좌읍 종달리 1722-6
"
카페에서,0.0,리뷰 0,https://place.map.kakao.com/451779205,"
제주특별자치도 서귀포시 성산읍 해맞이해안로 2670
(지번) 성산읍 시흥리 195-1
"
